"id","Y","ChoiceSet","alti","task","Wetland","Payment","Covercrop","NuMgt","income","areaf","demPrez16","dem_2018","unemploy","costlive","hrwage","taxcost","cashrent","crp2018","landvalu","impstrea","implakes","impwetl","imptotal","childcar","foodcost","healthc","housecos","othercos","convCS","corn","income_6","income_3","income_1","income_4","income_2","income_NA","income_5","income_7","areaf_3","areaf_1","areaf_2","areaf_4","areaf_NA","areaf_5","dfl08to18","dflmean","County_resident","aware","past","appreciate","resp","Cluster"
6967500969,1,2,1,1,1,600,1,1,6,3,0,0,3.9,44714,14.33,428,195,202,7136,28.1,81,0,3,204,769,417,698,429,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,"Jackson",-0.27377877799617,0.251060592892704,0.277409011173474,0.00348355721932048,2
6967500969,0,2,2,1,0,0,0,0,6,3,0,0,3.9,44714,14.33,428,195,202,7136,28.1,81,0,3,204,769,417,698,429,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,"Jackson",-0.27377877799617,0.251060592892704,0.277409011173474,0.00348355721932048,2
6967500969,1,2,1,2,0,50,1,0,6,3,0,0,3.9,44714,14.33,428,195,202,7136,28.1,81,0,3,204,769,417,698,429,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,"Jackson",-0.27377877799617,0.251060592892704,0.277409011173474,0.00348355721932048,2
6967500969,0,2,2,2,0,0,0,0,6,3,0,0,3.9,44714,14.33,428,195,202,7136,28.1,81,0,3,204,769,417,698,429,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,"Jackson",-0.27377877799617,0.251060592892704,0.277409011173474,0.00348355721932048,2
6967500969,0,2,1,3,1,650,0,0,6,3,0,0,3.9,44714,14.33,428,195,202,7136,28.1,81,0,3,204,769,417,698,429,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,"Jackson",-0.27377877799617,0.251060592892704,0.277409011173474,0.00348355721932048,2
6967500969,1,2,2,3,0,0,0,0,6,3,0,0,3.9,44714,14.33,428,195,202,7136,28.1,81,0,3,204,769,417,698,429,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,"Jackson",-0.27377877799617,0.251060592892704,0.277409011173474,0.00348355721932048,2
6967500969,0,2,1,4,0,25,0,1,6,3,0,0,3.9,44714,14.33,428,195,202,7136,28.1,81,0,3,204,769,417,698,429,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,"Jackson",-0.27377877799617,0.251060592892704,0.277409011173474,0.00348355721932048,2
6967500969,1,2,2,4,0,0,0,0,6,3,0,0,3.9,44714,14.33,428,195,202,7136,28.1,81,0,3,204,769,417,698,429,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,"Jackson",-0.27377877799617,0.251060592892704,0.277409011173474,0.00348355721932048,2
6967500969,1,2,1,5,1,500,1,1,6,3,0,0,3.9,44714,14.33,428,195,202,7136,28.1,81,0,3,204,769,417,698,429,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,"Jackson",-0.27377877799617,0.251060592892704,0.277409011173474,0.00348355721932048,2
6967500969,0,2,2,5,0,0,0,0,6,3,0,0,3.9,44714,14.33,428,195,202,7136,28.1,81,0,3,204,769,417,698,429,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.479507276,0.454818836,"Jackson",-0.27377877799617,0.251060592892704,0.277409011173474,0.00348355721932048,2
